phase,temperature_K,pressure_Pa,density_kg_m3,gibbs_J_mol,cp_J_mol_K,region_status,source_model,note
vapor,430.0,101325.0,0.5146177179630123,-8922.219811320856,35.70244638002959,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,431.0,101325.0,0.5133820655130976,-9059.904315839483,35.693922976638085,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,432.0,101325.0,0.5121527402554417,-9197.671637040936,35.6857844746961,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,433.0,101325.0,0.5109296865854555,-9335.521564378301,35.678021695225,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,434.0,101325.0,0.5097128496969359,-9473.453889144997,35.67062572586466,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,435.0,101325.0,0.5085021755645376,-9611.468404441452,35.66358791104373,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,436.0,101325.0,0.5072976109267776,-9749.564905142686,35.65689984267461,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,437.0,101325.0,0.506099103269553,-9887.743187867016,35.65055335133009,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,438.0,101325.0,0.5049066008101489,-10026.003050945166,35.64454049786301,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,439.0,101325.0,0.5037200524817198,-10164.34429439055,35.63885356543476,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,440.0,101325.0,0.5025394079182249,-10302.766719870151,35.633485051921895,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,441.0,101325.0,0.5013646174398002,-10441.270130676188,35.62842766267383,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,442.0,101325.0,0.5001956320385511,-10579.854331698494,35.62367430359653,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,443.0,101325.0,0.4990324033647498,-10718.519129397755,35.61921807454052,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,444.0,101325.0,0.4978748837134245,-10857.26433177899,35.615052262973,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,445.0,101325.0,0.49672302601132184,-10996.089748366445,35.61117033791626,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,446.0,101325.0,0.49557678380423503,-11134.995190178235,35.607565944135644,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,447.0,101325.0,0.49443611124467934,-11273.980469702336,35.60423289656277,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,448.0,101325.0,0.4933009630799069,-11413.045400872741,35.60116517493989,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,449.0,101325.0,0.49217129464024584,-11552.189799046417,35.598356918673254,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,450.0,101325.0,0.4910470618277557,-11691.413480980593,35.595802421884144,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,451.0,101325.0,0.4899282211051851,-11830.716264811026,35.593496128647026,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,452.0,101325.0,0.488814729485224,-11970.097970030232,35.591432628405244,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,453.0,101325.0,0.4877065445200393,-12109.558417466622,35.589606651555286,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,454.0,101325.0,0.4866036242910852,-12249.097429264071,35.58801306519158,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,455.0,101325.0,0.48550592739917803,-12388.714828861794,35.586646869003935,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,456.0,101325.0,0.4844134129548283,-12528.410440974936,35.585503191320676,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,457.0,101325.0,0.48332604056882045,-12668.184091575444,35.58457728529077,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,458.0,101325.0,0.4822437703430332,-12808.035607873448,35.58386452519878,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,459.0,101325.0,0.48116656286149184,-12947.964818298953,35.583360402906784,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,460.0,101325.0,0.48009437918164594,-13087.971552484236,35.58306052441788,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,461.0,101325.0,0.4790271808258647,-13228.055641246194,35.582960606556085,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,462.0,101325.0,0.47796492977314337,-13368.216916569589,35.583056473757864,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,463.0,101325.0,0.47690758845101444,-13508.455211590335,35.58334405497069,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,464.0,101325.0,0.4758551197276558,-13648.770360579163,35.583819380654305,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,465.0,101325.0,0.4748074869041926,-13789.16219892585,35.58447857988072,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,466.0,101325.0,0.47376465370718335,-13929.630563123597,35.585317877529064,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,467.0,101325.0,0.4727265842812873,-14070.175290753887,35.586333591571396,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,468.0,101325.0,0.4716932431821072,-14210.796220471535,35.58752213044643,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,469.0,101325.0,0.4706645953692,-14351.493191990174,35.588879990517455,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,470.0,101325.0,0.46964060619925424,-14492.266046068027,35.59040375361155,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,471.0,101325.0,0.46862124141942524,-14633.114624493923,35.592090084636936,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,472.0,101325.0,0.46760646716082555,-14774.038770073705,35.59393572927579,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,473.0,101325.0,0.4665962499321669,-14915.038326616803,35.59593751174956,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,474.0,101325.0,0.46559055661354654,-15056.113138923221,35.598092332654275,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,475.0,101325.0,0.464589354450376,-15197.263052770697,35.60039716686346,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,476.0,101325.0,0.4635926110474473,-15338.487914902125,35.60284906149599,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,477.0,101325.0,0.46260029436313255,-15479.78757301336,35.60544513394686,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,478.0,101325.0,0.46161237270371364,-15621.16187574106,35.60818256997857,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,479.0,101325.0,0.46062881471783756,-15762.610672651035,35.61105862187085,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,480.0,101325.0,0.4596495893910944,-15904.13381422654,35.61407060662715,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,481.0,101325.0,0.45867466604071494,-16045.731151857055,35.617215904235394,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,482.0,101325.0,0.4577040143103822,-16187.40253782718,35.62049195598152,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,483.0,101325.0,0.45673760416515785,-16329.147825305692,35.62389626281397,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,484.0,101325.0,0.45577540588651405,-16470.966868334934,35.62742638375727,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,485.0,101325.0,0.45481739006748073,-16612.859521820348,35.631079934373105,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,486.0,101325.0,0.4538635276078835,-16754.825641520172,35.63485458526738,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,487.0,101325.0,0.45291378970969054,-16896.865084035493,35.63874806064167,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,488.0,101325.0,0.4519681478724553,-17038.9777068002,35.64275813688754,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,489.0,101325.0,0.4510265738888544,-17181.163368071542,35.6468826412224,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,490.0,101325.0,0.4500890398403189,-17323.421926920422,35.65111945036548,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,491.0,101325.0,0.4491555180927539,-17465.753243222214,35.655466489252674,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,492.0,101325.0,0.4482259812923481,-17608.15717764753,35.65992172978889,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,493.0,101325.0,0.44730040236146734,-17750.633591653354,35.664483189636776,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,494.0,101325.0,0.4463787544946324,-17893.18234747418,35.669148931040525,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,495.0,101325.0,0.44546101115457665,-18035.803308113256,35.67391705968381,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,496.0,101325.0,0.4445471460683841,-18178.496337334316,35.678785723580596,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,497.0,101325.0,0.443637133223703,-18321.2612996531,35.683753111997824,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,498.0,101325.0,0.44273094686508585,-18464.098060328717,35.688817454409,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,499.0,101325.0,0.44182856149014993,-18607.00648535753,35.69397701947745,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
vapor,500.0,101325.0,0.4409299518463128,-18749.986441462454,35.69923011406898,stable,IAPWS R6-95(2018),IAPWS-95 vapor root at fixed pressure.
